HIP,RA_rad,Dec_rad,parallax,pmRA,pmDec,HpMag
62576,3.3566690228,0.480878808,10.76,-91.6,22.56,5.7831
62608,3.3586643154,-1.2563969957,6.98,9.74,-5.95,5.7159
62641,3.3605446172,0.6547931579,9.11,-88.85,21.58,5.9303
62683,3.3627540092,-0.5933991687,8.15,-30.21,-14.11,4.8977
62703,3.3639696763,-0.921313847,9.82,-25.34,-12.11,5.7522
62732,3.365429797,-1.0529534053,0.98,-4.5,-0.97,5.8116
62763,3.3671712115,0.4806764893,11.22,-8.77,-7.72,5.0579
62786,3.3682636613,-0.6925533606,7,-25.89,-19.25,5.964
62867,3.3733561291,-0.854220915,11.08,-79.19,-24.26,4.4793
62886,3.3741410937,0.3707955534,11.52,-37.66,-30.14,5.0514
62894,3.3744413778,-1.0529307171,0.69,-4.39,-1.44,5.8444
62896,3.3747501648,-0.7012526735,21.95,70.84,-22.54,4.3163
62931,3.3764065929,-1.0537641791,-1.32,-3.6,-1.89,5.9675
62985,3.3787519275,-0.166486024,5.99,-18.08,-19.52,4.8309
63003,3.3798051948,-0.9979424596,7.87,-30.69,-13.08,3.9538
63005,3.379897092,-0.9977810656,8.01,-32.49,-10.92,5.11
63007,3.380064263,-1.0323040512,8.5,-32.92,-14.6,4.5656
63024,3.3813235182,0.8237384684,4.69,-17.24,-6.11,5.6709
63031,3.3814553162,-1.4856839921,9.27,67.2,24.76,5.6111
63066,3.3829907064,-0.7490202918,4.93,-37.65,-12.81,5.5509
63076,3.3836520041,1.1421181097,34.14,-4.8,-30.09,5.3073
63090,3.3842285625,0.0592992848,16.44,-469.99,-52.83,3.4405
63117,3.3857307477,-0.9919719174,0.74,-5.1,-0.56,5.3713
63125,3.3860726301,0.6687795565,28.41,-235.08,53.54,2.8471
63143,3.38722171,0.9442141029,11.54,-77.69,3.47,5.9036
63210,3.3906206313,-0.8935861685,8.85,-30.15,-14.61,5.1524
63355,3.398698991,0.3038506605,10.06,-37.4,34.14,4.8555
63414,3.4019045483,-0.0665309367,12.83,-49.49,8.99,5.8511
63432,3.4030484927,1.1623422897,5.22,-139.8,-15.76,5.5285
63462,3.4045908996,0.5373002513,4.94,-22.49,-6.98,5.0453
63503,3.4065616913,0.9837780663,39.3,107.94,2.05,5.0063
63608,3.4129012157,0.191272411,29.76,-273.8,19.96,2.998
63613,3.4132660849,-1.2487621175,35.88,264.17,-22.75,3.7698
63688,3.4168718397,-1.2474867048,3.26,-11.51,-2.86,5.9425
63724,3.4189071464,-0.8644133445,14.79,-47.55,-11.52,4.8466
63738,3.4198291807,-0.3592500154,35.45,142.96,5.28,5.6918
63901,3.4284420585,0.6248078339,9.58,-37.04,19.5,5.1822
63916,3.4290105152,0.7900841949,7.54,-13.88,25.21,5.7937
63945,3.4307886472,-0.845843343,8.36,-29.85,-15.17,4.6551
63950,3.4312143461,0.3947287342,4.43,27.36,-42.3,5.405
63972,3.4321206977,-0.7258546402,9.47,44.53,-14.48,5.7606
64003,3.4335156532,-0.6259068862,13.02,38.54,-85.33,5.6541
64004,3.4335471917,-0.8710277838,6.98,-26.15,-12.03,4.2058
64022,3.4347140002,0.4821455761,9.84,33.68,-69.18,4.9175
64053,3.4367220496,-0.9330480377,9.99,-37.35,-20.24,5.6901
64078,3.4378479646,-0.1874550821,10.61,15.81,-10.34,5.3154
64094,3.4388192293,-1.1398050259,0.26,-4.26,-2.18,5.4825
64122,3.4406612275,-0.1568043733,10.3,-37.07,-64.76,5.7306
64166,3.4429006957,-0.4034847403,14.09,-20.08,-39.81,5.1032
64179,3.4435653321,0.1749250626,10.58,21.9,-0.53,5.9557
64238,3.446807974,-0.0966725528,10.33,-36.28,-31.22,4.369
64241,3.4469925602,0.3059407189,56.1,-433.13,141.24,4.4292
64332,3.4520388111,-0.7371019024,11.78,-76.48,-26.06,5.8965
64348,3.4530835673,-0.756923207,14.67,-114.74,-20.38,5.407
64394,3.4552372412,0.4865286405,109.54,-801.44,882.04,4.3607
64407,3.456005331,-0.2827067414,29.49,97.32,-287.65,5.1332
64408,3.4560040346,-0.6597891949,48.38,-381.72,45.75,4.9825
64425,3.4570339481,-1.0458106539,8.61,-29.71,-17.4,4.5502
64445,3.458148227,0.2016932188,3.89,-52.28,-30.13,5.8831
64466,3.4592983084,-1.1558751235,11.02,25.65,7.85,5.9281
64515,3.4618156769,-0.8848781804,8.91,-32.34,-16.94,5.9112
64540,3.4632409473,0.7007993937,7.1,-51.21,14.75,5.1081
64577,3.4652763048,-0.3478674153,25.66,-119.59,159.61,5.4722
64583,3.4656005257,-1.0315394963,54.95,-248.81,-154.51,5.0087
64607,3.4667506115,0.1977769559,6.82,69.07,-53.9,5.764
64661,3.4699325551,-1.1849836754,8.52,-36.46,-11.36,4.7571
64692,3.471172269,0.7130572713,13.5,-119.47,11.53,5.8342
64725,3.4731021088,-0.348067914,25.99,303.48,-114.86,5.3748
64792,3.4766023027,0.1644744686,56.95,-333.83,190.24,5.314
64803,3.4770675638,-0.5498847707,12.66,33.64,-48.65,5.2673
64820,3.478516464,-1.1655906147,2.73,-14.98,-6.64,5.0187
64822,3.4785810541,-0.7675860547,15.41,3.43,-12.29,5.8814
64823,3.4787046991,0.2386850685,10.05,7.41,43.23,5.482
64844,3.4799419745,0.7081248058,12.34,-125.28,18.47,4.7902
64852,3.4802073865,0.0954668055,4.83,-6.06,9.14,4.8642
64906,3.4829892661,0.867114742,11.87,-34.12,19.33,5.1358
64924,3.4837478695,-0.3195455329,116.89,-1070.36,-1063.69,4.866
64927,3.4839468033,0.5951274794,6.51,29.07,5.85,5.9579
64962,3.4859499991,-0.4044174415,24.37,68.99,-41.85,3.1521
65072,3.492039912,0.7007593979,6.41,-57.81,-2.82,5.7608
65109,3.4932812673,-0.6407466857,55.49,-341.11,-86.14,2.7717
65112,3.4934113559,-0.9206225188,7.98,-30.48,-16.54,5.4194
65144,3.4948591497,-0.818211371,7.89,-73.73,20.49,5.9232
65198,3.4980527838,0.0364314907,14.77,-59.58,-52.6,5.7157
65241,3.5000927133,0.0899691198,15.17,-69.44,-35.39,5.9238
65247,3.5005697741,-0.9107643161,0.95,-4.18,-1.41,5.8719
65271,3.5021471189,-1.0644476203,9.2,-36.31,-15.5,4.477
65301,3.5038317615,-0.3095377004,10.66,-49.71,-29.39,5.5196
65378,3.5077787053,0.9586293363,38.01,119.01,-25.97,2.254
65387,3.5081440428,-1.1263589984,12.53,28.9,-21.52,4.68
65420,3.5105215433,-0.0901274379,33.37,157.91,-35.25,5.8582
65466,3.5129612514,0.4163384865,11.43,-9.58,-7.84,5.7862
65468,3.5130103802,-1.3070333982,14.75,-107.8,-132.25,5.2101
65477,3.5134507307,0.9597216255,39.91,120.21,-16.04,4.0506
65479,3.5135031028,-1.1254771758,25.51,-154.55,-22.31,5.4087
65522,3.516140221,-1.2326780668,7.35,-55.53,0.7,5.6555
65535,3.5173939709,-0.6938550327,16.04,167.72,-57.79,5.2982
65536,3.5174219073,1.2634699953,2.78,22.55,-9.76,5.9196
65581,3.5199832724,-0.2217896815,7.41,-129.31,-20.83,5.3888
65593,3.5209198805,-0.7242691386,1.67,-9.09,1.68,5.8335
65595,3.5209995727,1.3725931693,11.41,-140.67,30.78,5.8885
65639,3.5231825772,-0.2787924495,11.64,-121.74,20.62,4.9272
65721,3.5274522528,0.2405096496,55.6,-236.02,-575.73,5.1033
65728,3.5275415356,1.0462498896,14.01,-78.67,34.76,5.4734
65790,3.5308764342,0.1888166283,10.18,-59.44,-35.79,5.8173
65810,3.5317650416,-0.8929997169,6.43,-1.76,-7.86,5.0692
65835,3.5330422611,-0.4063363437,8.05,-57.68,12.86,5.4789
65936,3.5388491118,-0.6877867814,3.6,-15.67,-10.49,4.0636
66006,3.5428690141,-0.1091827464,8.16,-103.94,-43.87,4.7615
66065,3.5456336182,-0.5007823386,13.97,-96.49,-21.82,5.7151
66091,3.546777274,-0.2681351475,6.34,-76.31,-0.49,5.6871
66098,3.5472428827,-0.1774111112,13.87,-31.91,-38.93,5.3724
66198,3.5522777178,0.9660126843,10.92,-19.41,-5.93,5.6008
66200,3.5523199141,0.0638620334,17.65,45.51,-24.7,4.9329
66234,3.5537356827,0.8554889431,18.09,-128.38,28.05,4.7197
66247,3.5546887141,-0.2306331534,6.75,-47.39,-7.87,5.9343
66249,3.5547815209,-0.0104010854,44.03,-280.48,49.05,3.4147
66257,3.5552172369,0.6489559807,21.9,84.63,-9.34,5.0194
66320,3.5583836121,-0.0941848063,10.29,16.08,82.4,5.8648
66400,3.5639993834,-0.4624291097,12.26,-85.87,13.74,5.7994
66417,3.5647695258,0.4295831787,7.11,-26.2,-2.02,5.8021
66435,3.5656389019,1.2434121182,7.93,-36.69,-6.45,5.6647
66438,3.5657222698,-1.076721045,27.99,147.12,-120.05,5.7357
66454,3.5665437772,-0.8103186788,7.91,-27.38,-17.01,5.8727
66458,3.5668491774,0.6334644685,16.42,-95.54,23.75,4.8684
66563,3.5722618135,-0.5159311928,21.61,-85.72,-76.84,5.9088
66634,3.5757854528,0.9236469454,18.66,-136.39,56.58,5.5045
66640,3.5760839632,0.1875583437,16.67,-114.96,-11.74,5.6573
66656,3.5770949009,-0.6990318533,6.57,-48.56,-54.91,5.7645
66657,3.5774357455,-0.9331640675,7.63,-15.3,-11.72,2.2097
66666,3.5779175069,-0.8717919781,6.35,-100.11,18.74,5.5197
66681,3.5787105129,-1.1270734942,14.4,-69.79,0.6,5.8843
66727,3.5808700713,0.3482920259,9.94,-45.88,22.71,5.743
66738,3.5811460141,0.9543750343,6.23,-19.06,-10.56,4.7124
66753,3.5820101525,-1.4972480188,11.94,-88.24,-20.79,5.6183
66763,3.5824597155,0.392626327,9.71,-16.12,-25.92,5.7952
66798,3.5844566395,1.1313650018,14.66,55.31,-12.01,5.8763
66803,3.5849666943,-0.1518974401,6.4,-91.8,40.22,5.1029
66821,3.5855473103,-0.9522405628,12.02,-42.33,-24.26,4.9755
66849,3.5867332136,-1.026027575,4.17,-31.75,-11.63,5.3788
66925,3.5907326273,-0.9907878059,1.13,-6.77,-3.88,5.9761
66936,3.5912974037,0.0617511374,13.68,-295.63,-73,5.5128
66984,3.5939307395,-0.7342165549,1.63,-19.12,0.53,5.9427
67057,3.5975467716,-0.2823778435,3.96,12.76,-5.41,5.7085
67143,3.6024277603,-0.4558099195,11.49,-72.81,-9.76,5.8211
67153,3.6027643956,-0.5767155343,51.54,-462.49,-146.49,4.3195
67172,3.6038380656,-0.2168841574,8.02,-19.75,8.74,5.6446
67194,3.6050963594,0.717135697,19.03,-113.58,-43.22,5.9497
67231,3.6066992891,0.9500296654,11.23,-18.69,-5.09,5.6745
67234,3.6069678569,-0.8976699175,12.42,10,-27.62,4.7986
67244,3.6082036213,-0.6327151008,7.47,-12.63,-11.38,5.1581
67250,3.6084591278,0.6726978919,10.29,-134.89,-22.41,5.6739
67275,3.6096344455,0.3046781868,64.03,-479.53,53.49,4.5949
67288,3.6103120611,-0.3117116754,4.82,60.31,-31.28,5.4895
67292,3.6104742558,-0.8770161023,15.42,58.61,12.69,5.9967
67304,3.6112803722,-0.8782613205,6.55,-141.33,-6.03,5.6003
67384,3.6156487326,0.5443701936,11.47,-6.14,38.28,5.7722
67457,3.6191402795,-0.6012769322,17.82,-41.68,-59.77,4.1005
67459,3.6192818453,0.275723726,12.38,-94.22,41.07,4.1588
67464,3.6193981602,-0.727586922,7.47,-26.77,-20.18,3.3237
67472,3.6198861585,-0.7413056511,6.45,-24.25,-18.64,3.3969
67480,3.6203088393,0.3711279327,8.13,23.13,16.88,5.0624
67494,3.6210014729,-0.3164993366,13.35,-99.65,-37.74,5.1274
67605,3.6265911862,0.6050101817,4.81,10.77,-54.3,5.977
67627,3.6278077527,1.129634386,8.78,1.34,-5.15,4.6219
67663,3.6293562273,-0.8185355121,2.05,-18.19,-15.9,5.7124
67664,3.6293702644,-1.211280254,4.48,4.94,-4.36,5.8297
67665,3.6293750552,0.6011667545,5.43,-20.02,-32.33,4.7831
67669,3.6295303807,-0.5758542239,9.49,-34.54,-28.21,4.2763
67703,3.6306411891,-0.9217339285,12.55,-40.86,-27.25,5.2427
67782,3.6354017826,0.5000030095,15.21,-122.23,29.19,5.9747
67786,3.6355607033,-0.5572415082,5.12,-12.72,-9.48,4.7067
67787,3.635590015,0.3129873709,4.73,-34.02,6.71,5.8611
67819,3.6370349242,-0.6224576089,19.13,-83.39,-25.36,5.6321
67836,3.6377832446,-0.9315394743,3.62,-15.66,-16.47,5.8829
67848,3.6383600634,0.9377425823,6.81,-28.65,-7.1,5.6983
67861,3.6388112948,-0.8225414469,-0.45,-8.93,-4.15,5.82
67927,3.6420015586,0.3211159157,87.75,-60.95,-356.29,2.7957
67929,3.6420800996,-0.0262335423,13.23,-85.72,-21.79,5.3283
67942,3.6425848311,-1.1807512674,3.46,-17.64,-15.66,5.868
67973,3.6442598143,-0.9103771632,9.24,-29.25,-21.59,5.6444
68002,3.6457335522,-0.8253359433,8.54,-57.37,-44.55,2.4419
68079,3.6491848377,-0.8131965203,10.25,-139,-91.28,5.9839
68092,3.6497665983,0.0183355236,11.08,-28.84,13.8,5.9656
68103,3.6502225135,0.4798293781,5.61,27.85,-48.18,5.1571
68191,3.6549330253,-1.1115411398,15.56,-40.19,-33.3,4.8736
68245,3.6576490399,-0.7347959205,6.21,-22.77,-20.13,3.7448
68269,3.6587321243,-0.4358467213,9.8,-49.36,-29.53,5.1814
68276,3.6592957652,0.3786722317,6.91,-10.82,-43.39,5.7682
68282,3.6594297557,-0.7819691374,7.63,-27.51,-22.44,3.7877
68390,3.6652093302,-0.4365099822,17.86,-194.03,-91.6,5.875
68520,3.6723751468,0.0269580679,14.5,17.49,-21.27,4.2777
68523,3.6727175713,-0.7959289686,2.57,8.64,-16.25,4.4632
68581,3.6755763378,-0.478739673,7.42,-31.96,-4.05,5.6282
68756,3.6843483047,1.1235698204,10.76,-56.34,17.21,3.6452
68815,3.6884698604,-1.3403548608,8.84,-87.54,-32.54,5.074
68862,3.6915739711,-0.7187192604,6.39,-22.9,-21.69,4.2873
68895,3.6929908122,-0.4656890761,32.3,43.7,-141.18,3.4187
68933,3.6943765794,-0.6347534825,55.45,-520.53,-518.06,2.2226
68940,3.6944916369,-0.1625516765,17.23,-141.07,3.77,5.5468
69038,3.699788698,0.765405849,6.36,11.63,-30.08,5.097
69068,3.701360184,0.8632053013,5.94,-59.57,60.42,5.341
69112,3.7038074874,1.3534580341,7.14,-30.45,32.85,4.9527
69174,3.7070111526,-0.8989256443,3.98,-32.25,-11.63,5.9574
69191,3.7084578942,-0.9326817114,17.88,-144.78,-90.34,4.9002
69226,3.7105662455,0.4379349257,26.72,-23.43,-59.79,4.928
69269,3.7124959206,-0.2845236335,7.08,4.28,-10.82,5.015
69373,3.7178460881,1.2118286748,7.62,-25.69,-49.15,5.2687
69389,3.7187025217,0.0420536454,12.63,-42.59,-26.7,4.9532
69415,3.7208989264,-0.4757959527,14.99,-14.14,-33.83,5.2345
69427,3.7214594688,-0.1793158931,12.8,7.25,139.88,4.3251
69462,3.7231087713,-0.9366423103,1.53,-12.58,-9.27,5.6781
69483,3.7240199201,0.9039058561,19.96,61.03,-9.22,4.5711
69493,3.7248721621,-0.0147502004,16.84,206.64,-139.48,5.9996
69536,3.7266656942,0.2261872819,29.48,-253.97,-54.47,5.6471
69598,3.7293877017,-0.7302012256,7.32,-129.82,-17.65,5.7745
69612,3.7299767844,0.1762958773,12.31,-20.83,-164.41,5.4469
69618,3.7304350312,-0.9963399723,6.77,-23.8,-20.92,5.0166
69658,3.7323948259,-0.3176614724,13.22,-45.76,-12.1,5.5416
69701,3.7350689537,-0.1047114831,44.97,-26.31,-419.38,4.1854
69713,3.7357368764,0.8965235214,34.4,-149.39,88.72,4.8082
69732,3.7366900315,0.8043859341,32.94,-187.33,159.05,4.2074
69763,3.7378208294,-1.1621777639,2.5,-7.3,-5.29,5.7257
69829,3.7414363273,0.2663959018,4.28,14.27,8.8,5.9225
69879,3.743717869,0.6197571809,13.97,4.87,14.4,4.966
69896,3.744747202,-1.4138493658,23.62,-19.47,-64.51,4.9613
69929,3.7465162257,-0.326653751,9.8,-65.51,-36.08,5.8748
69965,3.7481764588,-0.4505797386,55.45,-356.34,367.55,5.973
69974,3.7485746716,-0.2333708781,17.49,-15.91,28.92,4.5624
69989,3.749273895,0.2269691972,38.32,105.95,-31.8,5.4905
69995,3.7498337116,-0.6458208107,13.61,-48.57,-41.09,5.9688
69996,3.7498568242,-0.8038652111,9.65,-12.56,-4.76,3.4849
70012,3.7504616346,-0.0395377046,12.47,-117.33,-71.62,5.3055
70027,3.7513903925,0.284607372,17.44,-141.56,60.48,5.0121
70035,3.7518545708,-1.0694113535,20.68,-165.36,-88.52,5.2906
70054,3.7531639969,-0.7515189141,8.84,-10.26,7.72,5.7092
70069,3.75387981,-0.9841297135,2.66,-9.64,-7.46,4.3627
70090,3.7548925796,-0.6612226508,12.6,-63.69,-10.65,4.0385
70104,3.7555522819,-0.7886598616,22.96,37.33,-72.81,4.8528
70243,3.7626198883,-0.6071440439,2.38,-25.34,-0.94,5.5414
70248,3.7628714689,-1.3981642581,5.06,-9.51,-14.34,5.029
70264,3.763884104,-1.0203047909,8.51,-43.66,17.22,4.9105
70300,3.7657120159,-0.6896104101,7.13,-24.15,-21.9,4.3518
70306,3.7659774873,-0.4843940375,20.72,-203.26,-116.54,4.9395
70327,3.7672015621,0.1474216898,15.17,-75.89,-8.13,4.8776
70384,3.7699751948,0.1438850204,7.38,-5.94,-13.35,5.9644
70400,3.7707395193,0.1015801647,20.51,-78.59,6.27,5.1457
70469,3.7734498733,-0.4329510238,7.11,-54.39,-17.14,5.5022
70492,3.7747355084,-1.1902329348,1.61,-7.97,-3.68,5.6842
70497,3.7751485776,0.9049831242,68.82,-235.4,-399.07,4.1514
70574,3.7792367024,-0.7892621438,2.99,-13.09,-14.67,4.5093
70576,3.779423348,-0.7920175094,10.22,14.62,-7.33,4.4387
70602,3.7806310182,0.335571573,11.22,-71,27.47,5.4698
70638,3.7826914176,-1.4602795126,10.91,-96.12,-13.27,4.4667
70657,3.783518443,-1.1488038401,3.61,-18.73,-13.75,5.9948
70663,3.7838956011,-0.8051913335,14.74,-151.97,-74.79,5.9009
70692,3.7852935417,1.3211433701,9.09,8.79,21.76,4.3883
70753,3.7881239345,-0.5147251671,8.29,-25.23,-23.03,4.9519
70755,3.7882531689,-0.0388850757,27.58,-139.53,-4.04,4.9445
70791,3.7901343192,0.8699587401,10,-303.89,-47.16,5.7362
70794,3.7903992204,-0.1204349458,5.22,-15.22,-50.44,5.5524
70915,3.796720909,-0.7910056937,6.84,-37.1,-27.78,5.4832
70931,3.7976177519,-0.8642683139,16.04,-47.8,-40.68,5.4065
71002,3.8016460732,-1.1818855508,13.15,35.96,-58.6,5.994
71053,3.8040802105,0.5300764764,20.37,-100.9,120.73,3.7331
71075,3.8051637674,0.6685987015,37.58,-115.71,151.16,3.098
71111,3.8070670437,0.9668782985,5.26,6.11,-14.49,5.8582
71115,3.8071901038,0.3885096074,18.51,-126.86,40.25,5.997
71121,3.807514556,-0.8806428996,5.67,-29.26,-15.72,4.371
71184,3.8115424365,-0.9599069265,13.08,-94.65,-4.53,5.9687
71280,3.8164286902,0.8616381897,3.81,-45.5,50.15,5.8487
71284,3.8165035086,0.5191448216,63.16,188.35,131.77,4.547
71352,3.8201222336,-0.7357914675,10.67,-34.73,-32.72,2.2729
71353,3.8201983252,-0.7246149854,8.89,-22.15,-23.43,5.8581
71419,3.8236569139,-0.807136089,4.66,-31.32,17.14,5.6764
71453,3.8254817884,-0.7018235339,6.78,-22.5,-22.26,5.7072
71500,3.8281008585,-0.805179973,2.39,-10.37,-10.28,5.5812
71502,3.8281458651,-0.8051135378,-27.33,339.04,539.15,5.8569
71536,3.8305069195,-0.8626422065,10.32,-28.26,-28.82,3.9964
71568,3.8319192313,0.7616975176,3.62,-103.25,31.82,5.8645
71573,3.832103455,0.9428859522,9.07,17.28,-18.99,5.8369
71618,3.8346542914,0.7750055119,17.54,-67.73,-18.62,5.4092
71759,3.8428048809,0.2362191706,19.68,54.58,-16.57,5.996
71762,3.8428921899,0.2865534233,10.67,11.44,9.47,4.5038
71783,3.8441904668,-0.6306719873,5.27,-31.94,-5.88,5.6488
71795,3.8447363858,0.2396045866,18.56,51.95,-11.08,3.7971
71832,3.8469061349,0.1424495189,6.07,-10.79,3.34,5.0289
71837,3.8472594908,0.203521709,8.09,-158.78,-112.62,5.7131
71860,3.8481436648,-0.8270790906,7.02,-20.94,-23.67,2.2296
71865,3.8482773961,-0.6596196804,9.62,-29.92,-30.68,3.9422
71908,3.8506824826,-1.1340201681,60.35,-192.53,-233.51,3.2465
71957,3.8530733801,-0.0987407647,54.73,103.28,-318.63,3.9589
71974,3.8538008399,-0.4362927126,6.56,-22.17,-8.86,5.7097
71995,3.8546594199,0.4629990388,4.63,-13.57,-16.08,4.8689
72010,3.8556856434,-0.6138885911,15.57,-61.46,-176.84,4.2045
72012,3.8560464199,0.7061463096,4.77,-13.76,21.01,5.867
72104,3.8614824336,-0.6142131405,15.22,9.17,-2.3,4.9325
72105,3.8614864893,0.4725334744,16.1,-50.95,21.07,2.5167
72125,3.8625952418,0.2960846851,13.42,-60.69,-50.56,4.7668
72131,3.8627951802,-1.0973836705,20.64,70.18,-81.13,5.4362
72154,3.8637392509,0.012519074,6.61,-41.63,-6.27,5.6788
72197,3.8659172269,-0.4440626517,33.02,-151.5,-107.28,5.0285
72208,3.8663404303,0.2640987047,4.04,-85.49,18.86,5.5986
72210,3.866395343,-0.4040936757,9.64,26.04,-63.69,5.96
72220,3.8669945359,0.0330380071,24.25,-114.03,-22.13,3.7371
72250,3.8680152594,-0.8280030492,10.67,-39.66,-14.58,5.7662
72290,3.8703629291,-0.9142613668,12.55,-17.16,-81.34,5.3855
72323,3.871908228,-0.4472272408,4.39,-7.61,-13.55,5.6031
72357,3.8735242,-0.4553124215,9.11,37.81,-8.33,5.3937
72370,3.8740292432,-1.379590486,7.3,-4.58,-15.88,3.9796
72378,3.8744538315,-0.4650627632,7.29,-9.59,-8.6,5.7699
72432,3.8773985356,-0.6393941324,6.34,-12.26,-45.91,5.7201
72438,3.877871527,-1.1622764649,2.32,-6.9,-10.54,5.88
72487,3.8803523787,0.8048829025,20.41,-6.73,-77.06,5.8715
72488,3.8803584102,-0.4232679934,3.22,-21.99,0.14,5.8411
72489,3.8803825973,-0.2469463903,13.71,-65.95,-14.54,5.3339
72524,3.8820021605,0.8503342309,14.58,-77.94,100.83,5.7747
72552,3.8832402408,0.4994405109,10.16,18.65,-0.59,5.8214
72567,3.8845006878,0.4173390349,55.03,143.91,32.69,5.9949
72571,3.8846278055,-0.4879978929,9.85,-238.76,-61.86,4.5608
72573,3.8847849339,1.4401145715,23.1,176.85,-223.52,5.7644
72582,3.8855248618,0.6505158905,15.54,-212.45,96.07,5.6364
72603,3.8863583638,-0.2792019281,43.52,-136.27,-59.04,5.2416
72607,3.8864406714,1.2942572177,24.91,-32.61,11.42,2.2044
72622,3.8871956548,-0.2799789166,43.03,-105.68,-68.4,2.7892
72631,3.8877951002,-0.0401224957,14.92,89.97,-124.57,5.0912
72659,3.8894141879,0.333368944,148.98,154.98,-66.43,4.6801
72664,3.8896534744,1.0348694635,7.2,-121.07,137.9,5.6326
72683,3.8905078492,-0.7605323565,8.07,-25.2,-27.13,4.2816
72800,3.8957995193,-0.6597888483,6.63,-20.48,-19.2,4.9662
72833,3.8974319712,-1.2774091792,9.9,17.09,33.78,5.7427
72929,3.9022752217,-0.4300863926,7.82,-11.53,-28.8,5.4228
72934,3.9024766516,-0.2076650413,9.68,-54.87,-7.85,5.9484
72959,3.9035685433,-0.5812044296,3.12,-9.22,-5.21,5.9878
73036,3.9076982041,-1.0491853318,20.23,-126.47,-113.13,5.3418
73049,3.9084244836,-0.5908948329,12.85,20.15,-1.48,5.3402
73087,3.9105002221,0.2521349028,5.46,-13.37,-0.64,5.899
73095,3.9107901647,-0.9217008251,16.26,27.4,8.62,5.4346
73100,3.9112057933,0.8661894422,39.83,111.37,-225.83,5.7475
73111,3.9118704272,-0.8356486904,5.91,-30.29,-21.86,5.63
73129,3.9127374624,-1.0957349426,2.16,-11.7,-11.69,4.9999
73133,3.9128905295,-0.1991373178,5.94,8.63,9.35,5.6073
73165,3.9147049225,-0.0758535241,37.17,-96.98,-153.4,4.5517
73166,3.9147502578,0.2860269943,6.13,-3.44,-5.26,5.8814
73184,3.9158899154,-0.3736973547,171.22,1037.06,-1725.87,5.877
73193,3.9163164067,-0.0029242593,11.19,60.75,-25.21,5.6799
73199,3.9164547868,1.1507371369,7.1,-78.23,32.5,4.5808
73223,3.9177665596,-1.3380150651,8.71,-68.69,-15.71,5.5086
73273,3.9205879287,-0.752827999,8.52,-35.78,-39.83,2.5982
73284,3.9211211389,-0.4827108316,8.84,-47.7,-8.66,5.728
73334,3.9233328099,-0.7348559006,8.51,-17.62,-22.51,3.0671
73350,3.9243084394,0.0797226834,4.65,1.2,-4.12,5.9915
73369,3.9253161015,0.685307574,19.42,-31.37,42.05,5.7211
73473,3.9312368806,-0.148683458,11.11,-63.46,-4.76,4.9297
73497,3.9327947625,-0.0480815841,4.39,28.66,-20.63,5.6057
73507,3.9333255825,1.0507654273,9.46,-13.26,12.51,5.9561
73536,3.9349113717,-0.0024479736,1.42,7.25,-15.63,5.7896
73540,3.9350414764,-1.4525987124,8.28,18.99,52.36,5.8098
73555,3.935484253,0.7049496023,14.48,-40.15,-28.86,3.6469
73566,3.9361813516,-0.4897486088,9.83,81.54,-33.59,5.8857
73568,3.9361910427,0.4364764156,8.78,-5.65,-48.34,4.9265
73620,3.9396495449,0.0364995747,16.69,-54.89,13.34,4.5583
73624,3.9400291821,-0.5697321243,8.41,-20.31,-19.86,5.4085
73634,3.9405231982,0.6144566554,11.65,-40.11,8.83,5.6865
73695,3.9435483002,0.8317194395,79.95,-445.84,19.86,4.8775
73714,3.9447540497,-0.4412516273,11.31,-71.16,-43.34,3.3093
73745,3.9463972151,0.4703253898,13.26,-175.42,-4.06,4.6769
73771,3.9478593797,-1.4492911885,1.67,-7.92,-17.89,5.8126
73776,3.9479383497,-1.1175582841,11.82,102.65,9.35,5.3234
73807,3.9493241686,-0.8211982506,7.36,-22.98,-22.81,3.8552
73826,3.9501999448,-0.7167584463,9.24,21.98,-1.32,5.2944
73841,3.9506903183,0.840391753,11.89,-65.48,29.79,5.5915
73909,3.9543829745,0.9521868355,12.67,48.47,12.44,5.4069
73937,3.9555860719,-0.539628102,8.24,-23.93,-27.81,5.9501
73945,3.9559064403,-0.2837340129,4.69,-35.9,-22.37,5.3069
73996,3.9588392261,0.4340562794,51.14,185.09,-163.79,5.0253
74006,3.9594199902,-0.8567583142,9.66,22.15,10,5.9351
74066,3.9627807223,-0.7083219158,9.03,-29.74,-30.37,5.7187
74087,3.963626759,0.4590422351,6.3,-0.87,-10.9,5.8297
74096,3.9644837554,0.4382283812,6.99,-1.88,-1.01,5.9781
74100,3.9647491066,-0.7481854794,8.42,-20.49,-20.52,5.7981
74117,3.9655792871,-0.7902814998,4.2,-15.88,-26.8,4.0022
74184,3.9684365245,-1.1708388954,0.35,-4.05,-3.34,5.893
74239,3.9719804506,-0.4595905874,7.67,-30.8,-10.49,5.9183
74296,3.9756269024,-1.4798266559,10.29,3.49,3.76,5.8758
74305,3.9761497804,-0.9659701837,1.51,-4.17,-7.65,5.6155
74376,3.9790713122,-0.8506333976,18.12,-96.5,-49.86,3.8523
74380,3.9791879934,-0.8507359487,12.86,-98.59,-51.89,5.7492
74386,3.9796613872,0.331193745,4.51,-15.13,10.07,5.8746
