HIP,RA_rad,Dec_rad,parallax,pmRA,pmDec,HpMag
74392,3.9803187851,-0.3454291287,8.59,-35.4,-32.79,4.5179
74395,3.9806017454,-0.9093003916,27.8,-112.92,-71.18,3.5711
74449,3.9829580592,-0.7766777956,6.47,-22.01,-21.75,4.7615
74582,3.989471276,-1.2231172351,2.78,4.3,-7.51,5.5275
74596,3.9902012016,0.5090117656,12.92,-69.84,27.94,5.3074
74604,3.9907917659,-0.5501125234,1.67,-8.91,-0.07,5.0022
74605,3.9908410298,1.1754386883,39.46,222.31,-392.7,5.27
74649,3.9932672639,0.0862079586,8.74,-24.9,4.8,5.485
74666,3.994629874,0.5814582287,26.78,84.74,-111.58,3.6268
74689,3.9960142127,0.0064944968,21.67,-107.61,13.33,5.6835
74707,3.9970971785,-0.7241570577,1.85,-7.63,-4.11,5.2833
74732,3.9984789705,-0.3909436473,6.91,-32.99,2.6,5.6675
74750,3.9994724883,-1.0629750921,1.94,-1.9,-3.07,5.7053
74778,4.0009417545,-1.0639046205,0.89,-1.9,-3.06,5.0377
74785,4.0012016219,-0.1637619163,17.62,-98.1,-19.65,2.5739
74793,4.0015950296,1.2535631593,8.19,3.97,9.65,5.1671
74824,4.0034188011,-1.0262689373,32.73,-97.74,-134.15,4.1042
74837,4.0039953179,-1.1102124351,8,2.57,8.45,5.0175
74857,4.0047921366,-0.5261934232,10.01,-10.16,-3.66,4.5203
74896,4.0073133179,0.3590632793,9.15,-13.34,-20.39,5.8469
74911,4.0078612798,-0.8355797189,9.72,-29.59,-35.07,4.2229
74941,4.0091046921,-1.0558600268,0.92,-2.69,-2.86,5.4043
74946,4.0095077154,-1.1986828347,17.74,-66.58,-32.31,2.8816
74950,4.0096314013,-0.7118878401,5.96,-17.95,-21.63,5.5591
74975,4.0112451233,0.0308339672,39.4,372.21,-513.59,5.1605
75043,4.0146311537,0.9068466829,14.78,10.64,11.36,5.6924
75049,4.0148854495,0.5169021421,12.08,-117.98,-42.44,5.6716
75097,4.0174388121,1.2537393443,6.7,-17.73,17.9,3.0449
75119,4.0187675597,0.0124894005,13.63,-42.36,-103.14,5.5133
75127,4.0191762388,-0.1016624037,10.79,-54.45,-9.94,5.7036
75141,4.0202449707,-0.7094319926,3.69,-19.49,-25.29,3.1417
75177,4.0221430016,-0.6328767628,11.86,-92.33,-85.67,3.6909
75178,4.0221555578,0.5748008153,12.45,-48.63,13.91,5.3698
75181,4.022225685,-0.8432900234,67.51,-1622.61,-275.62,5.7821
75206,4.0235943662,-0.8364921502,27.89,-141.19,-132.92,5.1025
75256,4.0256925393,1.0829273954,7.3,9.15,-38.36,5.9894
75257,4.0257015536,0.6908274323,1.68,1.94,-13.78,5.6751
75260,4.0257789853,1.1055205823,8.86,-15.82,-92.08,5.8765
75264,4.0259573134,-0.7799801258,6.37,-22.86,-18.87,3.3138
75304,4.0280281709,-0.6433010709,6.28,-18.24,-20.72,4.4867
75308,4.028118213,-1.0586662584,24.79,-82.11,-24.92,5.7571
75312,4.02823638,0.5286295397,55.98,116.83,-171.37,5.1117
75323,4.0289949683,-1.0353414981,7.27,-12.97,-34.24,4.537
75352,4.0311478138,-0.2158869832,5.8,-36,-35.77,5.8828
75379,4.0325781788,-0.1801510643,32.02,-66.52,-154.24,5.0175
75411,4.0338584954,0.6523510313,28.83,-146.73,79.85,4.3826
75439,4.0349851254,-0.6930725399,8.02,-26.1,-54.77,5.3386
75458,4.0357673053,1.0291512588,32.23,-8.36,17.08,3.4638
75501,4.0375466922,-0.6760286396,8.31,-45.71,-11.49,4.6107
75530,4.0395212896,0.2692703448,4.73,-12.52,-7.41,5.2515
75572,4.0417072965,0.5992736256,6.33,-114.34,59.98,5.5968
75647,4.0461200631,-0.6417139598,7.62,-20.28,-23.15,5.4055
75665,4.0472077246,-1.1262863975,4.78,-12.37,-18.28,5.8161
75695,4.0484258681,0.5079866628,29.17,-180.17,85.92,3.7373
75730,4.0502836484,-0.2917562795,4.16,16.3,-34.6,5.7577
75761,4.0519481387,0.0321518031,25.16,-85.35,-34.31,5.2203
75828,4.0552926094,-0.815639324,2.98,-7.79,-5.31,5.3563
75944,4.0608275852,-0.2898897346,6.42,23.92,-3.28,5.9762
75973,4.0619448241,0.7126714823,3.89,11.28,-8.11,5.1479
75974,4.0619567252,1.1206498228,10.57,-112.06,77.81,5.9046
76008,4.0640758244,1.3500006374,3.81,-47.55,5.33,5.1099
76013,4.064495174,-1.2808892263,2.63,0.56,-18.4,5.3535
76041,4.0656712175,0.7138286406,8.4,-13.71,-13,5.0265
76106,4.0692870061,-0.3433126079,14.27,-18.16,-39.54,5.558
76126,4.0706334329,-0.2941369767,4.97,-10.25,-16.65,5.4646
76127,4.0706747501,0.547320507,8.69,-20.15,-9.39,4.112
76133,4.0708312454,-0.0207048305,11.64,-17.42,-41.31,5.6725
76207,4.0754701551,-0.6992897017,2.84,-38.59,-33.67,5.8668
76219,4.0761088274,-0.17564923,34.57,307.63,-234.51,4.7722
76243,4.0772732923,-0.1602796825,8.17,-29.34,-27.1,5.1222
76259,4.0780570098,-0.4895108832,10.25,10.97,-24.35,5.275
76267,4.0783391856,0.4662631477,43.46,120.27,-89.58,2.221
76276,4.078848281,0.1839377915,14.3,-71.48,3.64,3.8677
76297,4.0803223879,-0.718494371,7.75,-15.62,-25.43,2.7
76307,4.080790694,0.6808537492,5.27,24.45,9.22,5.2276
76333,4.0820007355,-0.2581264056,19.99,65.34,7.45,4.0672
76371,4.0835806652,-0.784671003,7.62,-20.53,-21.23,4.4911
76376,4.0838579415,0.9534832778,12.77,-39.08,0.09,5.7961
76397,4.0849530396,-0.7748684023,5.99,-45.7,-55.59,5.5741
76425,4.0862195259,0.1747154012,14.11,46.85,-114.81,5.4216
76440,4.0872110875,-1.1574483361,16.17,24.35,-54.47,4.2736
76470,4.088539851,-0.4910496278,14.58,-12.82,-4.15,3.7471
76519,4.0912851528,1.2092202591,4.25,-48.92,51.47,5.7958
76532,4.0919287009,-0.4038956319,11.87,-33.32,-74.48,5.9604
76534,4.0920372256,0.7042977442,19.22,61.23,60.09,5.4091
76552,4.0930387052,-0.7429427693,14.92,-149.8,57.37,4.4791
76568,4.0939711012,0.8167791011,28.01,93.41,-101.91,5.8402
76569,4.0939782518,-0.3668010639,11.45,62.23,-72.33,5.9877
76594,4.0952842108,0.8800535131,8.66,-4.54,-27.18,5.9913
76600,4.0956612056,-0.5197187224,8.89,-22.08,-24.46,3.5999
76618,4.0963971711,-0.9140746532,7.98,-35.75,-31.21,5.4408
76628,4.096760982,-0.3368783722,10.48,81.68,-76.89,5.5154
76669,4.0988100422,0.639415824,6.89,-14.82,-4.74,4.6131
76705,4.1005038047,-0.6006008299,14.85,5.67,-10.59,4.8251
76742,4.1027531393,-0.4157035419,8.53,-17.69,-8.26,5.1247
76750,4.103077006,-1.2818855998,4.18,-12.36,-20.56,5.638
76829,4.106724513,-0.7794738026,57.35,-169.17,-266.28,4.7367
76852,4.108293612,0.3433150888,17.16,-60.86,-43.69,4.5337
76866,4.1093334841,0.2242318476,14.84,38.42,-3.76,5.3402
76877,4.1098652206,-1.3278790344,7.74,-8.14,-40.01,5.9429
76878,4.1098691894,0.322255831,18.84,-73.22,56.29,5.864
76880,4.110019019,-0.3434559354,10.57,-32.06,-103.15,4.8503
76939,4.1130394445,-0.6531876674,12.51,-50.49,-17.74,5.3993
76945,4.1132346994,-0.6058095982,8.97,-21.37,-29.98,4.6915
76952,4.113496567,0.4589433025,22.33,-111.65,49.52,3.8233
76957,4.1139463516,0.9138688859,10.92,-65.91,30.1,5.4741
76996,4.1157846045,-1.4742012202,15.12,137.34,95.52,5.6126
77048,4.1189276147,0.567508264,13.4,-29.92,-8.85,5.7385
77052,4.1191112736,0.0439041947,68.22,-43.11,-143.57,5.9983
77055,4.1192289425,1.3577701468,8.84,19.91,-1.99,4.3064
77060,4.1192984914,-0.2735398537,21.86,-34.72,-64.28,5.4768
77070,4.1201402784,0.1121464762,44.1,133.84,44.81,2.7971
77086,4.1206269649,-0.7298795558,6.95,-17.91,-28.91,5.9404
77163,4.1250469897,0.0950737169,8.82,26.36,-3.73,5.5865
77227,4.128114551,-0.0314877572,7.25,-23.15,-30.5,5.3852
77233,4.128519243,0.2691633862,21.03,65.38,-38.61,3.6836
77257,4.1296487023,0.1283382437,82.48,-224,-70.64,4.5434
77277,4.1306092623,1.0925707836,11.4,41.1,-56.41,5.2198
77286,4.1309202317,-0.6053218771,8.48,-18.33,-25.39,5.5758
77336,4.1333288915,0.2463579653,13.04,-55.49,32.42,5.7478
77370,4.1348241564,0.966504262,13.55,12.6,3.69,5.9277
77390,4.1359281708,-1.1421816696,8.93,-29.88,-37.46,5.6132
77450,4.1396598125,0.3166337791,8.54,-51.88,-88.1,4.1929
77464,4.1405620028,-0.0666458907,18.51,-30.22,7.42,5.5728
77512,4.1433896828,0.4549820177,19.18,-78.83,-65.28,4.7388
77516,4.1435036788,-0.059867258,19.23,-100.28,-25.99,3.5411
77541,4.1449766775,-0.8536821108,16.78,-28.27,-10.61,5.8776
77562,4.1456740753,-0.9286840304,10.58,-27.33,-38.81,5.7644
77578,4.1464317426,0.0383383396,11.93,29.15,-47.31,5.3813
77622,4.148712443,0.0781485099,46.3,128.19,62.16,3.7548
77634,4.1493415357,-0.5869036996,16.71,-5.1,-24.85,3.9547
77635,4.1494296645,-0.4494438328,6.59,-14.2,-25.12,4.6206
77645,4.1500153811,-0.9609001906,1.51,-4.11,-5.11,5.7827
77655,4.1505338533,0.6223534607,32.79,-8.55,-348.44,4.959
77660,4.1506582072,-0.0539381738,20.1,-91.09,-28.21,5.1392
77661,4.1506797159,0.3661329962,8.7,-53.32,18.87,4.8612
77738,4.1550894778,0.9743576585,9.72,-24.4,53.95,5.9715
77760,4.1568066407,0.7408920569,62.92,438.9,629.7,4.7198
77811,4.1597058004,-0.3519804669,10.54,-9.81,-26.85,5.0287
77840,4.160917919,-0.4420409379,6.49,-15.12,-25.18,4.5757
77853,4.1618450083,-0.2919869887,19.36,100.33,135.02,4.2934
77858,4.1621683542,-0.4281832946,7.76,-12.59,-25.49,5.3785
77859,4.1623100747,-0.4184956763,7.64,-12.59,-25.44,5.394
77902,4.1651310937,0.3544914444,6.39,-83.27,43.63,5.5572
77907,4.1653647647,0.7529072234,4.99,-33.01,65.76,5.4196
77909,4.1654855531,-0.4405853197,6.33,-13.16,-25.55,5.8522
77939,4.1670005329,-0.3382950868,4.23,-8.11,-16.25,5.9524
77952,4.167614133,-1.1070579781,80.79,-188.66,-401.85,2.9075
77982,4.1691271275,-1.1973479875,2.7,-9.36,-6.79,5.2746
77984,4.1691627147,-0.4584267985,7.99,-35.8,-30.09,5.6744
77986,4.1691996445,0.7429195047,6.08,-23.1,16.65,5.7009
77990,4.1693313324,-1.0502950621,19.51,-46.62,-70.47,5.8655
78012,4.1704326233,0.6622959603,24.06,29.28,80.14,5.5175
78045,4.1717701512,-1.055615367,15.15,-38.6,-74.63,5.7928
78072,4.173299995,0.2734011715,88.86,310.93,-1282.19,3.9456
78104,4.1751974874,-0.5098806985,6.91,-15.68,-24.88,3.8095
78105,4.1752262123,-0.5928189297,23.6,23.27,-37.85,5.143
78106,4.1752714973,-0.5927863713,21.71,23.56,-43.29,5.6104
78132,4.1767652276,0.2515764346,13.52,-122.48,88.16,5.6969
78142,4.1772515813,-0.6315528594,4.12,-11,-10.54,5.951
78159,4.1782674598,0.4691100516,14.73,-77.07,-60.61,4.2992
78168,4.17864326,-0.3662228812,7.08,-8.93,-23.23,5.8531
78180,4.1791612907,0.9555591026,29.78,-151.24,106.39,5.0295
78207,4.1808908579,-0.2492211055,6.97,-12.44,-16.73,4.9345
78246,4.1825996872,-0.4333902062,5.87,-12.31,-24.67,5.403
78265,4.1837811576,-0.4557760267,5.57,-11.42,-26.83,2.8274
78276,4.1842592829,0.6395533225,4.27,25.12,27.62,5.7279
78279,4.1842930775,-1.1351197343,3.67,-9.71,-6.23,5.7305
78323,4.186630061,-0.7285771546,7.48,-37.76,-16.48,5.1542
78384,4.1893240195,-0.6701478078,7.38,-16.96,-27.83,3.3398
78400,4.190243063,-0.288544467,28.4,-631.32,-417.38,5.572
78401,4.1902454992,-0.3948217575,6.64,-10.21,-35.41,2.2617
78436,4.1922547943,-0.1468053072,6.66,-15.22,-13.5,5.5551
78442,4.1925105832,0.0772688752,13.32,-42.18,73.99,5.9687
78459,4.1933570772,0.5812886796,58.02,-196.63,-773.02,5.5246
78481,4.1941967841,0.310983212,13,-43.58,150.69,5.2662
78493,4.1950872545,0.5209996009,10.46,-38.31,-6.56,4.9684
78527,4.1970589736,1.0221422574,47.54,-319.51,334.97,4.119
78554,4.1988032392,0.3980117851,18.22,4.03,23.6,4.8505
78574,4.2003698899,0.8244970047,7.3,-68.49,64.65,5.7835
78592,4.2009966795,0.8034946748,8.78,55.42,-61.29,4.6967
78639,4.2028153991,-0.8592207186,14.86,42.05,9.14,4.8061
78649,4.2032879876,0.6393458658,4.98,7.4,-14.16,5.9168
78650,4.2033831152,-0.4514320102,15.71,-67.28,-37.59,5.1173
78655,4.203640236,-0.6737402306,8.16,-17.6,-29.1,4.8481
78661,4.2041633607,1.3403062144,6.35,-18.1,20.78,5.7545
78662,4.2042233295,-1.0083617734,25.39,-120.01,-82.09,4.6904
78820,4.2125146985,-0.3456693411,8.07,-5.2,-24.04,2.594
78821,4.2125393673,-0.3456073313,8.19,-5.07,-25.87,4.9235
78868,4.2146706692,-1.2636370868,11.21,-32.03,70.36,5.8674
78877,4.2154344118,-0.4120066839,6.2,-12.62,-27.81,5.8832
78893,4.2164050954,1.1835074443,12.85,-36.13,62.49,5.4396
78914,4.2171098823,-0.7884223741,26.66,16.19,38.45,4.7948
78918,4.2175558794,-0.6423198007,7.87,-15.33,-33.83,4.1581
78933,4.2184922558,-0.3607444534,6.92,-8.98,-23.48,3.9307
78970,4.2205097386,-0.6415051923,18.25,47.26,-64.51,5.794
78990,4.2211006274,-0.3642267228,11.22,44.81,-45.42,4.4647
79005,4.2219834974,-0.2224482021,8.9,-42.16,-25.86,5.7545
79007,4.2220642558,0.1726437795,10.1,-20.03,-8.02,5.6981
79043,4.2240274205,0.2975261639,8.87,-35.55,-7.04,5.1628
79050,4.2242437332,-0.4594869839,6.81,100.7,-4.92,5.42
79072,4.2257390462,0.1489520703,4.04,-11.43,-7.8,5.708
79098,4.226876718,-0.4133873936,7.35,-10.65,-25.64,5.8739
79101,4.2270565043,0.7842605223,15.99,-26.63,36.76,4.2233
79119,4.2279385488,0.6368725599,27.95,-37.02,340.44,4.8948
79153,4.2294100832,-1.0111420687,11.65,-13.35,-59.33,5.5752
79195,4.2317349264,-0.060505864,6.81,-25.58,0.96,5.512
79199,4.2318858168,-0.5854828368,8,-25.47,-45.03,5.48
79280,4.2360252458,1.3243127423,5.28,-1.66,13,5.4497
79302,4.2369414447,-0.5134061581,10.26,-87.24,-87.14,5.2578
79320,4.2380788477,-0.7176706279,15.45,-82.3,-124.23,5.9362
79349,4.2395537734,0.4100621399,4.78,-21.22,-10.67,5.7148
79358,4.2402818548,0.635739018,4.83,-11.09,-29.82,5.7748
79374,4.2411312043,-0.3396523621,6.88,-7.65,-23.71,4.0076
79375,4.2411501946,-0.1756531385,20.96,-21.98,-23.74,4.9706
79387,4.2416801827,-0.1491834074,12.92,45.06,0.5,5.4731
79399,4.2423176216,-0.4959738055,10.75,-23.68,-42.44,5.6746
79404,4.2424744782,-0.4874061557,6.81,-10.38,-23.94,4.5279
79488,4.2466339197,0.0876347071,8.21,36.91,-4.09,5.5998
79497,4.2471714575,-0.9693706244,14.98,-99.75,-42.28,5.8685
79509,4.2476030328,-0.9534805768,7.62,-5.14,-22.86,5.1145
79540,4.2492155765,-0.2066072282,8.62,-4.82,-10.2,5.3868
79593,4.2513868978,-0.0644720376,19.06,-47.54,-142.73,2.8283
79607,4.2528612847,0.5909479314,47.44,-263.39,-92.67,5.3567
79653,4.255356148,-0.8267957976,8.46,-34.39,-44.88,5.099
79664,4.2561501831,-1.1115242601,5.37,2.73,-12.92,4.0248
79666,4.256325528,0.3282666338,9.38,-68.71,-84.42,5.8831
79672,4.2569404686,-0.1460532782,71.94,230.77,-495.53,5.6265
79689,4.2578624263,-1.010759064,7.71,-11.93,-49.66,5.6687
79754,4.2617500516,-0.9391810033,4.21,7.49,-0.53,5.4919
79757,4.2618592578,0.5087687487,4.89,23.1,-16,5.8156
79790,4.2630347399,-0.8738534067,2.22,-1.69,-3.39,5.1062
79804,4.2640821538,1.0429208175,4.41,6.96,25.47,5.3705
79822,4.2651847957,1.3221690065,33.63,-90.3,257.66,5.0409
79881,4.2686332651,-0.4994046033,24.22,-31.19,-100.92,4.8029
79882,4.268729261,-0.0819014637,30.64,83.4,40.58,3.3887
79963,4.2729762036,-0.7448007627,9.35,7.59,-13.3,5.4732
79980,4.2740700763,-0.5394248722,20.72,82.6,23.87,5.629
79992,4.2749256882,0.8083190661,10.61,-13.33,38.48,3.8472
80000,4.2753707293,-0.8753765045,25.33,-159.71,-52.25,4.176
80008,4.2757105739,0.6930456454,37.91,-128.77,-3.3,5.5709
80047,4.2775718363,-1.3734983034,4.28,-10.23,-37.43,4.6689
80054,4.2778914984,-0.9623688139,9.77,20.26,-14.16,5.9235
80057,4.2780102452,-1.3730055018,5.32,-1.75,-31.58,5.409
80079,4.2788334456,-0.4218335977,3.71,-4.32,-14.15,4.6441
80112,4.281243391,-0.4466777959,4.68,-10.6,-16.28,2.9227
80161,4.2839645667,1.2061868723,11.12,-18.15,-10.13,5.4329
80170,4.2844374235,0.334283292,16.93,-47.39,43.81,3.8125
80179,4.2851061957,0.0179580793,36.67,-158.4,49.56,4.9017
80181,4.2852116565,0.5391624756,17.78,-97.43,107.45,5.0166
80197,4.2863411282,0.5899063605,5.09,4.97,-37.92,5.2814
80208,4.2868199829,-0.8651997006,7.05,-11.98,-25.75,5.3137
80214,4.2869084228,0.5882345476,5.49,-5.42,50.56,5.5231
80309,4.2925783734,1.0768049472,6.44,-29.31,34.26,5.843
80331,4.2934740901,1.0736231529,35.42,-17.02,56.95,2.8717
80337,4.2935997833,-0.6840466908,78.26,71.89,5.26,5.4994
80343,4.293960636,-0.349715314,16.35,-20.29,-47.65,4.6501
80351,4.2942973378,0.121268472,8.9,3.3,16.29,5.8467
80375,4.2953517728,0.9635098078,8.34,11.04,20.83,5.7539
80390,4.2958200081,-0.6556498613,7.75,-16.26,-28.62,5.3909
80399,4.2963989322,-0.5184406939,30.22,70.83,-80,5.5335
80460,4.299630666,0.6526497929,13.43,2.33,-0.64,5.5906
80463,4.2996862206,0.2449292949,13.04,40.86,-59.71,4.5821
80473,4.3004273671,-0.409229409,9.03,-5.53,-21.74,4.6152
80480,4.3010387629,1.3781748193,23.32,-112.09,105.67,5.6246
80569,4.3067045266,-0.322121404,6.21,-5.41,-21.12,4.287
80582,4.3074033577,-0.8299867129,6.15,-13.68,-19.89,4.5129
80620,4.3097602126,-0.132602375,5.65,1.01,-154.1,5.2899
80628,4.3101070951,-0.146113737,24.42,-67.49,-11.75,4.6837
80645,4.3107650232,-1.1180231046,25.77,53.12,25.45,5.3687
80650,4.3108944021,1.2002289778,6.7,-24.06,34.48,4.9477
80672,4.3120146468,-0.6489102056,9.06,15.05,-27.23,5.9583
80675,4.3120674397,-1.022757864,2.43,-20.57,-34.78,5.6849
80686,4.3129850113,-1.223208251,82.53,199.97,110.97,5.0212
80693,4.3134341445,0.011609361,8.01,6.62,-67.47,5.5359
80704,4.3137648662,0.7309733944,9.21,30.16,-5.14,4.484
80782,4.3184049368,-0.807096431,1.79,-4.54,-1.51,5.4274
80793,4.3187374647,-0.2539610886,10.95,25.42,12.06,5.8137
80815,4.3205973249,-0.4383422239,7.89,-4.45,-26.33,4.7461
80816,4.3206543171,0.3750651255,23.44,-99.15,-15.39,2.9378
80843,4.3221336647,0.3574320126,5.19,-88.88,-65.25,5.3912
80874,4.3232804361,-1.0757071774,4.15,-11.51,-9.59,5.3579
80883,4.3236780648,0.034629094,18.84,-30.98,-73.42,3.8247
80894,4.3246637183,-0.289945265,13.39,-45.35,-37.34,4.4439
80898,4.3250304404,0.3873834917,3.88,-10.63,7.85,5.8792
80911,4.3257215786,-0.6057046667,5.88,-12.05,-18.16,4.1824
80945,4.3270909145,-0.7298468147,1.2,-4.35,-1.37,5.387
80953,4.3274882252,0.7958384491,14.43,-9.71,37.86,5.7192
80975,4.3290118905,-0.3746607186,19.34,21.12,35.26,4.4857
80991,4.3302822562,1.0615676692,8.79,21.03,-9.99,5.943
81007,4.331010988,0.0963634896,8.45,16.24,-0.78,5.6197
81008,4.3310635082,0.2005075044,9.29,-178.84,-79.27,4.9576
81065,4.3347771051,-1.377011705,20.87,-125.51,-78.25,4.0203
81122,4.3375082752,-0.7687356545,0.78,0.02,-1.98,4.9208
81126,4.3375932894,0.7406635595,10.36,-7.54,59.42,4.2022
81141,4.3385517836,-1.2389754679,4.03,-16.32,-13.52,5.6888
81252,4.3447623605,-1.1431091334,9.53,34.48,-29.46,5.665
81266,4.3453578306,-0.4924614315,6.88,-9.89,-22.83,2.7374
81289,4.3466851908,0.813555999,3.26,-11.86,3.03,5.9939
81290,4.3467012568,0.923278804,7.64,-13.46,28.21,5.518
81292,4.3468684631,0.9237042586,7.91,-12.48,26.29,5.0706
81300,4.347410348,-0.0405585926,102.55,456.04,-309.63,5.9123
81304,4.3475032307,-0.6153220306,9.52,15.61,11.33,4.2829
81305,4.347510884,-0.7480281211,2.4,-5.39,-2.25,5.5409
81377,4.3509262017,-0.184431591,8.91,15.26,24.79,2.5708
81437,4.3546298903,0.9776529719,12.04,4.97,61.31,5.4441
81472,4.356509189,-0.7574445687,5.2,-13.08,-17.29,5.8154
81497,4.3578608336,0.8539595383,7.87,-47.26,26.84,4.9375
81523,4.3593405117,-0.6495637858,8.92,-11.46,-45.76,5.9293
81641,4.3661365337,0.073649659,11.11,1.88,-11.46,5.7782
81660,4.3673315211,1.1272922021,4.43,-0.3,-16.81,5.001
81693,4.3689574263,0.5515569741,93.32,-461.52,342.28,2.9338
81702,4.3691711211,-0.8510743458,-3.11,9.73,-7.31,5.7347
81710,4.3693685427,-1.1919917121,4.93,-14.51,-11.23,5.8748
81724,4.3701878186,-0.309659188,7.91,-21.08,-0.69,5.0769
81733,4.3706118768,-0.8665829496,1.49,-1.89,-2.9,5.6435
81734,4.3707801019,0.0206141106,17.99,-101.06,53.83,5.817
81741,4.3709949536,-0.5785002246,11.51,-58.47,-57.57,5.9799
81754,4.3715897477,-0.3477477573,23.78,27.16,42.29,5.6533
81833,4.3759577535,0.6793250957,30.02,35.41,-85.3,3.6411
81852,4.376807215,-1.352919402,20.78,-282.7,-354.81,4.3954
81972,4.3838745368,-0.7127858813,6.11,-11.43,-20.96,5.6099
82020,4.3864334481,0.9910273896,38.3,24.85,67.07,4.9301
82028,4.3867763704,0.2748092794,7.19,22.77,-51.21,5.6468
82073,4.3887680711,0.1497942471,9.21,-1.97,13.52,5.2731
82080,4.3893692379,1.4318201239,10.73,19.47,2.61,4.3677
82110,4.3910467868,-1.0210798937,3.31,-1.07,-10.59,5.7073
82129,4.3924129673,-1.1712844948,4.68,-15.9,-13.78,5.078
82135,4.3929916418,-0.6872565255,11.33,-16.79,-26.61,5.6461
82171,4.3952964165,-1.0182493873,1.21,-4.64,-20.28,5.5494
82172,4.3953022734,0.7372092674,4.32,2.96,-26.02,5.8475
82216,4.3972429598,0.0915746353,8.29,-20.39,-39.38,5.224
82273,4.401128835,-1.2047595072,8.35,17.99,-31.58,2.0711
82321,4.403625638,0.802562562,18.1,22.57,-51.35,4.8394
82350,4.4051146193,0.2314515994,9.99,-28.11,-24.9,5.9264
82363,4.4060190813,-1.0304653683,10.9,39.73,-24.91,3.876
82369,4.4062271839,-0.1881954013,31.27,72.33,-78.8,4.7415
82396,4.4077013945,-0.5985189437,51.19,-614.85,-255.98,2.4532
82402,4.4083635787,0.1264963198,18.38,52,-9.99,5.5203
82422,4.4097897742,0.5202223506,3.05,-5.54,-2.62,5.8376
82480,4.4131332803,0.021222878,8.61,-17.51,-13.96,5.5303
82493,4.4137720296,-0.7196085534,0.55,0.84,-1.37,5.2539
82504,4.4146107462,0.4303357049,4.67,10.83,5.41,5.2109
82514,4.4151186082,-0.6640511238,6.51,-10.58,-22.06,2.9245
82545,4.4171486137,-0.6635301692,6.88,-11.09,-23.32,3.4829
82587,4.4199096322,0.5532993125,34.26,-90.84,-17.59,5.4157
82650,4.4231324364,-0.7513797909,4.31,-14.59,-33.22,5.8791
82671,4.4243898223,-0.7393567228,1.27,-1.01,-4.01,4.8394
82673,4.4244462618,0.1774204566,13.3,-53.8,-34.04,4.34
82676,4.4245433319,-0.7296590368,1.26,-0.97,-3.19,5.52
82716,4.4263688863,-0.741396241,2.27,0.19,-7.52,5.9669
82729,4.4269625742,-0.7393347215,24.65,-127.72,-229.44,3.7651
82730,4.4270066726,-0.107406321,13.55,-31.3,-21.64,5.397
82764,4.4284192027,0.3657945562,12.08,56.3,2.21,5.5581
82775,4.4286642794,-0.7182179035,1.44,0.47,-2.25,5.8276
82802,4.4303901579,0.3217197517,8.33,-113.08,12.47,5.4944
82860,4.4332351559,1.1368144793,65.54,237.79,50.84,4.9849
82902,4.435230844,-0.9125217201,8.61,-34.67,-42.58,5.919
82925,4.4366297557,-0.4040493335,10.74,-5.91,-8.47,5.5665
82960,4.4383120727,-0.5804872406,3.44,5.46,-7.99,5.5911
83000,4.4404281814,0.1636256036,35.66,-292.13,-10.38,3.3612
83057,4.4431682353,-0.8838537897,6.28,-8.05,-38.68,5.5417
83081,4.4445704416,-0.9772108151,6.71,-17.8,-36.67,3.2393
83150,4.4486975227,-1.2089569635,4.14,-14.28,-12.78,5.756
83153,4.4487749372,-0.9278255832,9.04,2.16,22.04,4.2025
83176,4.4504226072,-0.437940832,6.03,4.1,-15.1,5.9457
83187,4.4510468062,-0.9528974385,19.3,-7.7,-72.18,5.7075
83196,4.4512788773,-0.4361392135,29.67,50.63,-55.32,5.8314
83207,4.4518554078,0.5397664446,21.04,-47.69,26.9,3.9111
83254,4.4548177266,0.3950055652,1.05,-9.17,-23.11,5.8411
83262,4.4552165726,-0.0736957279,8.05,-39.13,-78.09,4.9545
83313,4.4575970398,0.58587682,10.12,3.1,-0.85,5.2848
83336,4.458781688,-0.5610081911,7.29,-8.25,-50.27,5.0001
83367,4.4606732762,0.4451528257,10.42,54.83,99.18,5.9322
83430,4.4642508702,0.2459535505,8.26,25.61,-63.15,5.0446
83431,4.4643129342,-0.9291544207,36.73,0.15,-165.2,5.3839
83478,4.4665386178,0.2374595301,13.03,-21.46,-34.16,5.9266
83535,4.4698409374,-1.0072662893,5.73,-4.08,-25.38,5.7055
83574,4.4716318015,-0.5955573411,0.7,1.6,-3.28,4.9111
83608,4.4738739148,0.9506784466,36.45,-58.16,67.87,5.017
83613,4.4740541046,0.2223698625,24.47,50.18,-12.23,4.927
83635,4.4747519981,-0.0155694798,2.92,4.09,-1.15,5.6735
83692,4.4780864233,0.3854428223,9.54,-96.71,-38.09,5.7213
83838,4.4856475041,0.6271878163,18.43,-24.22,-16.11,5.4836
83895,4.4889304721,1.1469367756,9.93,-20.43,19.61,3.1359
83947,4.4922798024,0.7116931773,11.56,-44.41,7.47,5.2248
83962,4.4933441818,-0.1836616488,24.2,54.63,-109.33,5.5324
84012,4.4958708926,-0.2744556024,36.91,40.13,99.17,2.4393
84033,4.4973026384,-0.7776759678,10.33,-32.58,-69.3,5.214
84105,4.5013986568,-0.8530015431,2.93,8.42,-3.71,5.925
